id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,NA
7304034,SPACIOUS Lower East Side DUPLEX 3 bed 2 ba COMFY,37623794,Amanda,Manhattan,East Village,40.72472,-73.98756,Entire home/apt,299,30,97,1.4,1,365,
7305718,"Cozy, clean studio with a view!",38269863,Andrea,Manhattan,Harlem,40.8202,-73.95795,Entire home/apt,150,30,0,0.7487066474,1,0,
7307468,Large Room in Brooklyn w/ Office,26364541,Claire,Brooklyn,Bedford-Stuyvesant,40.69301,-73.94229,Private room,49,30,1,0.01,1,0,
7309129,Beautiful Airy Lower East Side Loft,7737249,Casandra,Manhattan,Chinatown,40.71451,-73.9912,Entire home/apt,185,30,54,1.08,2,191,
7309633,Small One Bedroom BK - Quiet n Cute,38294553,Joan,Brooklyn,Bedford-Stuyvesant,40.68288,-73.94846,Entire home/apt,78,30,1,0.01,1,0,
7310097,"3 Bedroom, 1st Fl, family apt.",38297695,Suvi,Brooklyn,Prospect Heights,40.67846,-73.96855,Entire home/apt,150,30,1,0.01,1,0,
7310330,East Village! Beautiful 2BD Apt.,38294027,Rushil,Manhattan,East Village,40.72254,-73.98585,Entire home/apt,300,30,1,0.01,1,0,
7311209,SUPER HUGE ROOM IN GREENPOINT BK,1641537,Lauren,Brooklyn,Greenpoint,40.72348,-73.9412,Private room,50,30,7,0.1,2,0,
7318332,Our lovely nest in the West Village,38337856,Antoine,Manhattan,Greenwich Village,40.73195,-73.9969,Entire home/apt,60,30,30,0.39,1,0,
7319791,Cozy  room at trendy Lower east side,19195540,Dor,Manhattan,Chinatown,40.7175,-73.99177,Private room,154,3,147,2.14,3,132,
7320160,Charming Old-School Apartment 2,19692652,Benjamin,Brooklyn,Clinton Hill,40.69262,-73.96886,Private room,60,30,42,0.61,1,0,
7320353,"Clean,quiet room near prospect park",5499953,R Demetre,Brooklyn,Crown Heights,40.67035,-73.95328,Private room,225,5,2,0.03,2,364,
7321054,"Great room, 7 min from Manhattan!",38352423,Ashley,Queens,Long Island City,40.75508,-73.92918,Private room,45,1,1,0.01,1,0,
7322088,A Bedroom in a Kosher Appartment,24259346,Johnathan Boev,Queens,Rego Park,40.72637,-73.85621,Private room,45,30,2,0.03,1,0,
7322656,Clean & Quiet room in Bushwick,38360286,Cody,Brooklyn,Bushwick,40.68992,-73.91408,Private room,50,30,0,0.7487066474,1,0,
7323905,Stylish East Village One Bedroom Apartment,2303270,Zeina,Manhattan,Stuyvesant Town,40.73062,-73.97991,Entire home/apt,199,30,28,0.65,1,0,
7324746,Cozy & Sunny Sage Room in Townhouse,942252,Kimberly,Brooklyn,Prospect Heights,40.67897,-73.9678,Private room,80,1,8,0.1,2,0,
7325293,Big Room in the heart of Upper East,1841169,Clara,Manhattan,Upper East Side,40.7704,-73.95672,Entire home/apt,300,30,1,0.01,1,0,
7327782,Light-Drenched Private 1 Bedroom,38388018,Ruth,Brooklyn,Crown Heights,40.66651,-73.92779,Private room,40,2,82,1.94,1,0,
7327833,Charming Apartment in Crown Heights,27630423,Julianne,Brooklyn,Crown Heights,40.67527,-73.94236,Entire home/apt,120,30,2,0.03,1,0,
7328712,Flatiron 1 Bedroom,2482069,Lor,Manhattan,Flatiron District,40.74145,-73.98828,Private room,95,30,0,0.7487066474,1,0,
7328775,The studio on the park!,38392850,Emma,Brooklyn,Fort Greene,40.68801,-73.97383,Entire home/apt,150,30,10,0.13,1,0,
7329917,In the Heart of NYC:  and Theater!!,3557752,Harry,Manhattan,Hell's Kitchen,40.7632,-73.98717,Entire home/apt,130,30,0,0.7487066474,1,328,
7330488,Charming Classic UWS Bedroom & Balcony,18008678,Clayton,Manhattan,Upper West Side,40.80235,-73.97082,Private room,95,30,33,0.49,2,0,
7331070,Your own house in NYC,22373907,James,Queens,Bayside,40.76603,-73.77133,Entire home/apt,244,1,145,2.87,1,352,
7331835,Bright Studio heart of LES,23851015,Suwan,Manhattan,Lower East Side,40.71986,-73.98552,Entire home/apt,139,30,0,0.7487066474,1,0,
7331958,Sunny luxurious loft Studio,2282450,Philip,Manhattan,West Village,40.73689,-74.00531,Entire home/apt,210,30,159,2.34,2,9,
7332196,Bright and Hip in Morningside,5628243,Drew,Manhattan,Harlem,40.81074,-73.95218,Private room,95,30,10,0.16,1,0,
7339802,"HUGR 1BR+ in Sugar Hill, Harlem",38452274,Aly,Manhattan,Harlem,40.82385,-73.94195,Entire home/apt,100,30,14,0.28,1,0,
7340318,Private Greenpoint Studio Floor 1,6772512,Curtis,Brooklyn,Greenpoint,40.72138,-73.94709,Entire home/apt,100,30,7,0.09,1,0,
7344720,Clean and comfortable 3 person private room,24260658,Kristy,Manhattan,East Harlem,40.79678,-73.9344,Private room,81,30,111,1.45,4,0,
7345443,Spacious 3 bedroom on Prospect Park,38480982,Arnold,Brooklyn,South Slope,40.66216,-73.97952,Entire home/apt,166,30,6,0.09,1,0,
7347733,Studio in central historical Harlem,21056821,Martina,Manhattan,Harlem,40.80847,-73.94117,Entire home/apt,100,30,1,0.02,1,0,
7348509,Modern 1BR in Heart of Williamsburg,38497438,Don,Brooklyn,Williamsburg,40.71969,-73.9562,Entire home/apt,215,30,1,0.01,1,0,
7348925,1 BR Apartment,38500630,Brian,Manhattan,Upper East Side,40.76735,-73.95548,Entire home/apt,264,30,2,0.03,1,365,
7349421,Comfortable private room in Harlem,31469635,Ricky,Manhattan,Harlem,40.82446,-73.94711,Private room,84,30,4,0.05,2,0,
7358093,Brooklyn Brownstone with Backyard,26202073,Raven,Brooklyn,Bushwick,40.68972,-73.91748,Entire home/apt,89,30,0,0.7487066474,1,0,
7359313,Luxury Doorman Apt in Midtown East!,38445572,Jennifer,Manhattan,Murray Hill,40.74801,-73.97391,Private room,130,30,2,0.03,1,0,
7359878,Bedroom in 4bed/1bath in Brooklyn!,13896003,Shane,Brooklyn,Bedford-Stuyvesant,40.68725,-73.95472,Private room,50,30,0,0.7487066474,1,0,
7361434,Ditmas Park Spacious Studio Apt,38569616,Quinn,Brooklyn,Flatbush,40.64871,-73.95981,Entire home/apt,100,30,2,0.03,1,0,
7362186,"PRIVATE BEDROOM TIMES SQ, CLOSE to Everything!",38572947,Focus,Manhattan,Hell's Kitchen,40.76585,-73.98726,Private room,150,30,51,0.67,1,364,
7362840,Beautiful Private Area in Flatbush,2164856,Jasmine,Brooklyn,East Flatbush,40.64939,-73.94791,Private room,50,30,0,0.7487066474,1,0,
7366831,"Sunny, big room available in 3 BDRM",38599690,Chantal,Manhattan,East Harlem,40.80023,-73.93822,Private room,35,30,1,0.01,1,0,
7367039,Welcome to our Luxury home,1472993,Yoav,Manhattan,Financial District,40.70644,-74.00774,Entire home/apt,150,30,6,0.09,1,0,
7367165,Sunny Room Overlooking Harlem,4964848,Jakob,Manhattan,Harlem,40.82673,-73.94078,Private room,35,30,2,0.03,1,0,
7367484,Huge private room with bathroom,31452390,Jennifer,Manhattan,Washington Heights,40.83218,-73.94434,Private room,61,30,1,0.01,1,0,
7368190,"Bright, Airy, Quiet 1 Bd",3890297,Babita,Manhattan,Kips Bay,40.73943,-73.97957,Entire home/apt,139,30,24,0.33,1,0,
7376952,Brownstone@Central Parkâ¤ï¸Manhattan historic area,32004384,Karen,Manhattan,Upper West Side,40.77873,-73.97694,Private room,160,30,12,0.31,1,362,
7378773,Clean and Sunny Brooklyn apt!!,11129295,Melissa,Brooklyn,Bushwick,40.70179,-73.92807,Entire home/apt,98,30,1,0.01,1,0,
7379929,Great E.Village Apt. Best Location!,27283579,Alexi & Brendan,Manhattan,East Village,40.72609,-73.99069,Private room,119,30,3,0.04,1,0,
7381038,South Slope Modern + Spacious with Outdoor Deck,16283468,Philip,Brooklyn,Sunset Park,40.66075,-73.99191,Private room,81,2,162,2.18,1,15,
7381893,casa gumamela - cozy + bright room,12866178,Klara,Brooklyn,East New York,40.65965,-73.89428,Private room,50,2,13,0.26,3,345,
7382396,Bushwick Oasis,38672291,Daisy,Brooklyn,Bedford-Stuyvesant,40.69282,-73.93483,Private room,64,1,24,0.31,1,0,
7382573,Bright room in Williamsburg loft,16548316,Phil,Brooklyn,Williamsburg,40.70707,-73.95014,Private room,70,30,0,0.7487066474,1,0,
7382982,Bright double room in West Village,19504544,Saga,Manhattan,West Village,40.72911,-74.00338,Private room,120,30,2,0.03,1,0,
7383380,Large loft in Bushwick,4907734,Paul,Brooklyn,Bushwick,40.70109,-73.93972,Private room,49,30,14,0.2,1,0,
7383804,1 room available for in midtown NYC,38678875,Stanley,Manhattan,Midtown,40.75277,-73.96686,Private room,70,30,2,0.03,1,0,
7385692,"Huge 1 bdr, convenient location!",38404959,Maria,Queens,Ditmars Steinway,40.7792,-73.90747,Private room,85,30,3,0.04,2,365,
7386119,"Large, sunny, quiet, 2 bed apt",12517331,Robert,Brooklyn,Prospect Heights,40.67883,-73.97079,Entire home/apt,75,30,4,0.05,1,0,
7387449,One stop from Manhattan Cozy one bedroom in LIC,34446760,Sophie,Queens,Long Island City,40.74081,-73.94675,Entire home/apt,150,30,3,0.06,1,142,
7387862,Cozy bedroom in E. Village in July,38702813,Alexander,Manhattan,Lower East Side,40.72309,-73.98926,Private room,150,30,0,0.7487066474,1,0,
7387919,2 bed apartment 2 blocks from 42 st,37993952,Andrew,Manhattan,Hell's Kitchen,40.75952,-73.99433,Private room,150,30,1,0.01,1,0,
7389120,Boutique apartment  by the Ocean,7365834,Alex,Brooklyn,Sheepshead Bay,40.58418,-73.95929,Entire home/apt,193,3,60,1.15,5,365,
7394136,One bedroom available in Astoria,38741040,Priscila,Queens,Long Island City,40.754,-73.91872,Private room,40,30,0,0.7487066474,1,0,
7396662,Chateau Ludlow,7489344,NoÃ«mi,Manhattan,Lower East Side,40.71574,-73.98962,Private room,120,30,18,0.23,1,0,
7397237,~Sunny quiet apartment in Brooklyn~,38757107,Joanne,Brooklyn,Bedford-Stuyvesant,40.68811,-73.94301,Entire home/apt,100,30,2,0.03,1,0,
7397649,"Astoria 1 Bed, 2 Blocks to Train",9991314,Jenna,Queens,Astoria,40.76297,-73.92696,Entire home/apt,132,30,0,0.7487066474,1,0,
7397699,Room in the heart of Williamsburg!,38759330,Nathaniel,Brooklyn,Williamsburg,40.7122,-73.9511,Private room,35,30,3,0.04,1,0,
7398144,2 Bedroom in Heart of Williamsburg,7983308,Michael,Brooklyn,Williamsburg,40.71613,-73.95643,Entire home/apt,278,30,1,0.01,1,0,
7398163,Furnished BR in a 2BR apt Gramercy,28269324,Daniel,Manhattan,Stuyvesant Town,40.73379,-73.98031,Private room,45,30,2,0.03,1,0,
7398507,Chic apartment on Central Park West,5898139,Nicholas,Manhattan,Upper West Side,40.8001,-73.96082,Entire home/apt,185,30,1,0.01,1,0,
7399036,Amazing apartment available for a year to rent!,38706510,Sarah,Manhattan,Upper West Side,40.78098,-73.97888,Entire home/apt,80,30,3,0.05,2,305,
7399754,Spacious 1BR,4343834,Sean,Brooklyn,Carroll Gardens,40.68299,-73.99841,Entire home/apt,150,30,6,0.08,1,0,
7401048,Big Cozy Room 2 Blocks From Trains,10832128,Josh,Brooklyn,Sunset Park,40.64608,-74.00999,Private room,47,30,2,0.03,1,0,
7402303,Artists' Sunny 1-BR Apt in Astoria,11962385,Dusan,Queens,Astoria,40.76764,-73.92034,Entire home/apt,120,30,3,0.04,1,0,
7402597,Beautiful Bedroom Manhattan (LES),4376076,Dirk Damian,Manhattan,Lower East Side,40.71406,-73.98261,Private room,59,2,17,0.22,1,0,
7402608,Charming Williamsburg 1 Bedroom,38788236,William,Brooklyn,Williamsburg,40.70765,-73.94539,Entire home/apt,104,30,11,0.15,1,0,
7403613,Spacious NOMAD 1 BR for 4,1405974,Alexander,Manhattan,Midtown,40.74603,-73.98364,Entire home/apt,150,30,1,0.01,1,0,
7411044,"French charm at ChÃ¢teau Village, Greenwich Village",38827405,John,Manhattan,West Village,40.72893,-74.00285,Private room,145,30,62,0.9,1,0,
7411499,Master Bedroom in Luxury Apartment,1023985,Andrew,Brooklyn,Williamsburg,40.71206,-73.95361,Private room,80,30,2,0.03,1,0,
7415011,Cozy room in 1bedroom apt,15824880,Israel,Queens,Astoria,40.77203,-73.93145,Private room,37,30,0,0.7487066474,1,0,
7415905,Luxury Modern Brownstone Full Apt,38850307,Elwanda,Brooklyn,Bedford-Stuyvesant,40.68403,-73.94608,Entire home/apt,117,3,158,2.09,1,8,
7417444,Studio in Lincoln Sq - Columbus Cir,11239404,Sholeh,Manhattan,Upper West Side,40.77083,-73.98029,Entire home/apt,140,30,2,0.03,1,0,
7417520,East Village Two Bedroom,37028138,Matt,Manhattan,East Village,40.72228,-73.9838,Entire home/apt,250,30,21,0.29,1,0,
7419230,East Village Penthouse With Rooftop,22805576,Will,Manhattan,East Village,40.72189,-73.98022,Private room,100,30,0,0.7487066474,1,0,
7419334,Bright and beautiful 1 bedroom Apt.,19135506,Rosalia,Manhattan,Upper West Side,40.77918,-73.98738,Entire home/apt,150,30,1,0.01,1,0,
7419517,Comfy room in Gramercy Park,4875631,Max,Manhattan,Gramercy,40.73579,-73.98175,Private room,200,30,0,0.7487066474,1,0,
7421930,Long Island City- Furnished Studio,22344488,Jess,Queens,Long Island City,40.75228,-73.93876,Entire home/apt,110,30,9,0.12,1,0,
7426597,Sunny family-friendly Brooklyn 2-br with parking,38902136,Michal,Brooklyn,Gowanus,40.67077,-73.98919,Entire home/apt,182,30,219,2.89,1,317,
7431316,Large private room in W. Heights,16617981,Emmanuel,Manhattan,Washington Heights,40.83551,-73.93923,Private room,40,30,2,0.03,1,0,
7432146,2 twins bed Private room  in Brooklyn,4279384,Tanya,Brooklyn,Flatbush,40.64315,-73.95459,Private room,45,30,4,0.05,2,0,
7433174,Apt.-private entrance -Townhouse- 10mins. to JFK,34789416,Carl,Queens,Laurelton,40.67261,-73.75254,Private room,115,30,1,0.02,1,365,
7433796,Room Epic View Near Freedom Tower,2134232,Crystal,Manhattan,Tribeca,40.71955,-74.00974,Private room,104,30,15,0.22,1,0,
7434316,Parkside Brooklyn Artist Apartment!,3861404,Stefanie,Brooklyn,Prospect-Lefferts Gardens,40.6547,-73.9613,Private room,80,30,3,0.04,2,0,
7435181,Refreshing Bushwick Enclave,38946305,Allon,Brooklyn,Bushwick,40.69359,-73.92872,Private room,50,30,4,0.05,1,0,
7435577,Comfy Modern Bklyn 1BR + Guest BR,28460565,Su,Brooklyn,Bedford-Stuyvesant,40.67969,-73.92891,Entire home/apt,135,30,6,0.08,1,0,
7435882,Bushwick Room,4807448,David,Brooklyn,Bushwick,40.70647,-73.92093,Private room,35,30,0,0.7487066474,1,0,
7436186,Beautiful bedroom in Ditmas Park!!!,6367907,J And Lana,Brooklyn,Flatbush,40.63366,-73.95973,Private room,108,30,70,1.13,1,364,
7437824,2BR + Roof Top-20min from Manhattan,17942384,Maud,Brooklyn,Park Slope,40.66847,-73.98064,Entire home/apt,200,30,2,0.03,1,0,
7439734,Beautiful Brooklyn Duplex with Private Terrace,17085996,Kristen,Manhattan,Civic Center,40.71198,-74.00656,Entire home/apt,120,30,0,0.7487066474,1,0,
7448093,stylish apartment w/ backyard,6223874,Rachael,Brooklyn,Greenpoint,40.73203,-73.95726,Entire home/apt,130,30,3,0.05,1,0,
7450047,Calm & Quiet in Clinton Hill,3676701,Margo,Brooklyn,Prospect Heights,40.68079,-73.96439,Entire home/apt,145,30,5,0.06,1,0,
7451145,RARE! Vintage 2 Bed Artist's Flat,918087,Jacqui,Brooklyn,Bedford-Stuyvesant,40.68765,-73.95145,Entire home/apt,130,30,1,0.01,3,0,
7454378,Beautiful Home for seasonal rental,39039509,Emmanuelle,Brooklyn,East Flatbush,40.6458,-73.94183,Entire home/apt,150,2,45,0.71,2,307,
7456166,Big 1 Bdrm; Roberta's / Morgan L with roofdeck,36849759,Peter,Brooklyn,Bushwick,40.70208,-73.9328,Entire home/apt,124,30,137,1.98,1,121,
7457673,NEW Modern Brooklyn 1BR Apt!,2203415,James,Brooklyn,Bedford-Stuyvesant,40.68698,-73.95012,Entire home/apt,85,30,6,0.08,1,0,
7460009,One bedroom apartment,37077716,Biruta,Brooklyn,Bay Ridge,40.63014,-74.027,Entire home/apt,55,30,10,0.24,2,0,
7460677,Cozy Sublet in Brooklyn,32691187,Paul,Brooklyn,Bedford-Stuyvesant,40.68632,-73.93067,Private room,60,30,7,0.09,1,0,
7460803,Large private bed/bath by Times Sq,18922562,Ishan,Manhattan,Hell's Kitchen,40.75705,-73.99559,Private room,90,30,0,0.7487066474,1,0,
7461611,Extraordinary One Bedroom Apartment,28316637,Lisa,Brooklyn,Crown Heights,40.66493,-73.95543,Entire home/apt,144,5,77,1.15,1,340,
7461720,Townhouse Bonus Room w/Private Bath,942252,Kimberly,Brooklyn,Prospect Heights,40.67919,-73.9685,Private room,80,1,338,4.53,2,90,
7462019,LAKOU LAKAY- A HOME AWAY FROM HOME,39085295,Guerline,Brooklyn,Flatbush,40.64052,-73.95351,Entire home/apt,180,30,129,1.88,1,336,
7470123,Entire apartment in Williamsburg,39126862,Alexandra,Brooklyn,Williamsburg,40.70643,-73.95267,Entire home/apt,199,30,4,0.05,1,0,
7470216,Room in Nolita with great Rooftop,1534857,Sandro,Manhattan,Lower East Side,40.72208,-73.99327,Private room,79,30,0,0.7487066474,2,0,
7471859,Williamsburg Walk Up,3504234,Ben,Brooklyn,Williamsburg,40.7128,-73.94175,Entire home/apt,125,30,0,0.7487066474,1,0,
7473909,Beautiful Room in Central Brooklyn House,14291580,Ben,Brooklyn,Park Slope,40.67881,-73.9785,Private room,60,30,7,0.09,1,0,
7475708,2 Bedroom+ Office/Baby Room in Gramercy Park,12535775,Christina,Manhattan,Gramercy,40.73784,-73.98325,Entire home/apt,200,30,0,0.7487066474,1,0,
7480066,"130/night, big and cozy, Brooklyn",4336763,Lary,Brooklyn,Park Slope,40.68123,-73.98034,Entire home/apt,130,1,4,0.05,1,0,
7480520,Renovated & Spacious Chelsea Studio,15887987,Benjamin,Manhattan,Chelsea,40.74062,-74.00009,Entire home/apt,170,30,98,1.39,1,0,
7480795,1 bedroom in The East Village,18576994,Jennie,Manhattan,East Village,40.72175,-73.98361,Private room,100,30,6,0.08,1,0,
7482767,Apartment share - Private Bedroom,39186813,Robert,Brooklyn,Carroll Gardens,40.67541,-73.99812,Private room,75,30,0,0.7487066474,1,0,
7483034,Spacious Chelsea Private Bedroom,7202390,Drew,Manhattan,Chelsea,40.74381,-73.99465,Private room,195,30,0,0.7487066474,1,0,
7483853,"Spacious, private UES room",33983182,Kaivan,Manhattan,Upper East Side,40.78249,-73.94845,Private room,57,30,4,0.05,1,0,
7483910,Peaceful Cosy Harlem Space,13667779,Miriam,Manhattan,Harlem,40.82246,-73.9378,Private room,50,30,22,0.44,2,90,
7492539,urban cottage,6004716,Rosalyn,Queens,Astoria,40.7573,-73.92773,Private room,75,30,0,0.7487066474,1,0,
7495497,Park Slope Loft,2045777,Michael & Katherine,Brooklyn,South Slope,40.66563,-73.9886,Entire home/apt,145,30,4,0.05,1,0,
7497287,Massive Bedroom by Prospect Park,241593,Thomas,Brooklyn,Flatbush,40.65071,-73.96138,Private room,70,30,0,0.7487066474,2,0,
7498074,Modern & Renovated | Great Location,13347167,AFI Apartments,Manhattan,Upper East Side,40.77107,-73.95742,Entire home/apt,109,30,6,0.09,30,359,
7498271,"3Bdr Artist Apt. (L,M,J,Z trains)",35819315,Jon & Hui,Brooklyn,Bushwick,40.69454,-73.92191,Entire home/apt,172,4,181,2.51,2,194,
7500030,Two bedroom with two fold out bed,19976579,Damask,Manhattan,East Village,40.72682,-73.97845,Entire home/apt,250,30,0,0.7487066474,1,0,
7500228,"Charming cozy bedroom, Downtown",16960158,Monte,Manhattan,Battery Park City,40.71004,-74.01534,Private room,99,30,31,0.46,1,0,
7500270,Peaceful and Spacious Brooklyn Gem,21742272,Jenny,Brooklyn,Midwood,40.62513,-73.96358,Entire home/apt,81,30,13,0.21,1,0,
7500390,Modern Apartment in NOHO / SOHO,11279503,Bobby,Manhattan,Nolita,40.724,-73.99485,Private room,125,30,3,0.04,1,0,
7500571,Gorgeous 1 Bedroom in Bed-Stuy,39288710,Audra,Brooklyn,Bedford-Stuyvesant,40.68409,-73.94033,Entire home/apt,95,3,79,1.06,1,279,
7501668,"Great Room in Bushwick, Brooklyn!",39249461,Justin,Brooklyn,Bushwick,40.70671,-73.92187,Private room,65,30,3,0.04,1,0,
7501694,Prolonged Traveler's Dream( a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81245,-73.88756,Private room,60,30,20,0.85,6,338,
7501794,Nice & Sweat Apartment in Manhhatan,10131727,Alex,Manhattan,Harlem,40.80309,-73.9509,Entire home/apt,109,30,1,0.01,1,0,
7502146,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81465,-73.88872,Private room,50,30,28,0.39,6,363,
7507877,Cozy house in Sunnyside gardens,22079796,Fatima VÃ©lez,Queens,Sunnyside,40.7472,-73.9154,Entire home/apt,100,30,0,0.7487066474,1,0,
7508560,Beautiful and Convenient,39335488,Mirlande,Manhattan,East Harlem,40.81404,-73.93642,Private room,85,3,150,2.01,1,0,
7508742,Wild Flower Nice quiet space Queen size bed.,26354652,A & Faye Bed Anfd Breakfast Inc,Brooklyn,Flatbush,40.64916,-73.96485,Private room,126,2,33,0.92,4,0,
7509362,Great BIG Upper West Side Apartment,29156329,Andrew,Manhattan,Upper West Side,40.80246,-73.96401,Private room,89,30,9,0.12,1,0,
7511452,Historic WoHo Townhouse,2588427,Rip,Manhattan,SoHo,40.72648,-74.00831,Private room,300,7,51,0.71,2,145,
7512811,A True Brooklyn experience,13873590,Ricky,Brooklyn,Williamsburg,40.70925,-73.95965,Private room,80,30,3,0.04,1,0,
7512967,Master Bedroom w/ private bathroom,1497263,Melissa,Brooklyn,Williamsburg,40.71713,-73.94362,Private room,60,30,0,0.7487066474,1,0,
7515281,"Clean private room, 20min from City",18277294,Noel,Brooklyn,Crown Heights,40.67158,-73.93481,Private room,40,30,1,0.01,1,0,
7515694,A charming Parisian style apartment,1825554,Chris,Manhattan,Chelsea,40.73897,-73.9971,Entire home/apt,210,30,11,0.17,1,0,
7516218,Modern 1 Bedroom in Dumbo / Vinegar Hill,60046,John,Brooklyn,Vinegar Hill,40.70305,-73.98368,Entire home/apt,158,30,36,0.49,1,209,
7516992,Bedroom in Midtown Apartment,29544115,Chisom,Manhattan,Midtown,40.75737,-73.96916,Private room,70,30,1,0.01,1,0,
7517614,"Cute, Eclectic, & Family Friendly",39389693,Sara,Manhattan,Harlem,40.83161,-73.94498,Entire home/apt,120,30,3,0.04,1,0,
7518327,"13 Essex St, 202",39394883,æ–‡ç«‹,Manhattan,Chinatown,40.71629,-73.99087,Entire home/apt,150,30,0,0.7487066474,1,0,
7524934,Large light-filled master bedroom.,39298265,Julia,Manhattan,Harlem,40.8038,-73.95681,Private room,60,30,1,0.01,1,0,
7526715,Spacious Bedroom in Central Harlem,11203708,Elizabeth,Manhattan,Harlem,40.81,-73.94152,Private room,64,30,20,0.27,1,0,
7534543,Garden apt with private entrance,12215421,Brian,Brooklyn,Park Slope,40.66663,-73.97528,Entire home/apt,105,30,68,0.96,1,0,
7535450,Upper East Side private bedroom near Central Park,39480845,Jen,Manhattan,East Harlem,40.79103,-73.94832,Private room,75,30,37,0.48,1,0,
7535791,"Big, bright loft in Williamsburg",39483454,Laura,Brooklyn,Williamsburg,40.71146,-73.95765,Entire home/apt,180,30,2,0.03,1,0,
7539610,"Private room, shared bathroom.",39503857,Craig,Manhattan,Harlem,40.82034,-73.94345,Private room,200,30,0,0.7487066474,1,0,
7542840,Room in Upper West Side Manhattan,31799541,Eugene,Manhattan,Upper West Side,40.79294,-73.97151,Private room,75,30,12,0.17,1,0,
7545274,Charming 1 Bedroom Apt - Midtown East,25846948,Morgan,Manhattan,Upper East Side,40.76157,-73.96248,Entire home/apt,151,30,18,0.27,1,0,
7545750,Light Filled Studio Apartment,39539952,Jennifer,Manhattan,Inwood,40.86318,-73.92765,Entire home/apt,40,30,7,0.11,1,0,
7545751,Edgecombe Ave Room,39539913,Adam,Manhattan,Harlem,40.82471,-73.94233,Private room,100,30,0,0.7487066474,1,0,
7546039,Charming West Village Studio,39541748,Marcello,Manhattan,West Village,40.73827,-73.99956,Entire home/apt,185,30,4,0.05,1,0,
7547439,"Quaint, Quiet East Village 1 BR share",39549996,T.,Manhattan,East Village,40.72976,-73.98906,Private room,78,31,9,0.25,1,0,
7547481,Adorable Brooklyn Apartment,9646150,Lila (Eli),Brooklyn,Prospect-Lefferts Gardens,40.65874,-73.95929,Private room,45,1,163,2.81,1,0,
7555283,Lovely 2 Bedroom in Upper West Side,39599671,Sara,Manhattan,Upper West Side,40.78885,-73.97352,Entire home/apt,200,31,12,0.16,1,0,
7556153,Fort Greene Sanctuary,16437254,Benjamin,Brooklyn,Fort Greene,40.68929,-73.97759,Entire home/apt,153,30,23,0.69,19,328,
7556587,Sunny Room in Harlem,39608626,NA,Manhattan,Harlem,40.82992,-73.94033,Private room,28,30,1,0.01,1,0,
7556669,Garden Facing Quiet Retreat,16437254,Benjamin,Brooklyn,Boerum Hill,40.68826,-73.98558,Entire home/apt,157,30,11,0.16,19,355,
7556814,Top Floor Brownstone - Park Slope,3894475,Kyle,Brooklyn,Park Slope,40.66714,-73.98179,Private room,85,30,5,0.06,3,0,
7557546,Bright & Charming 2bdrm Minutes to Manhattan,9443343,Roula,Queens,Ditmars Steinway,40.77833,-73.91861,Entire home/apt,152,3,152,2.02,1,319,
7560658,Perfect Brooklyn Loft Studio,8726365,Puja,Brooklyn,Williamsburg,40.70781,-73.96916,Entire home/apt,185,30,0,0.7487066474,1,0,
7560918,"Williamsburg Studio, oudoor patio",39635423,Maura,Brooklyn,Williamsburg,40.71272,-73.96632,Entire home/apt,120,30,0,0.7487066474,1,0,
7561314,Private room in modern Bushwick Apt,39636434,Peter,Brooklyn,Bushwick,40.6913,-73.92303,Private room,47,30,8,0.1,1,0,
7561432,CHARMING ROOM W/ ROOF DECK ACCESS 2 :),4291007,Suzette And Graham,Brooklyn,Bedford-Stuyvesant,40.69281,-73.95983,Private room,100,30,26,0.43,19,339,
7561584,SUNNY COZY ROOM FOR 1 :),4291007,Suzette And Graham,Brooklyn,Bedford-Stuyvesant,40.6949,-73.96025,Private room,90,30,38,0.51,19,265,
7561686,Cozy Large Studio - Yankee Stadium,39639929,John,Bronx,Concourse,40.82381,-73.92725,Entire home/apt,110,30,1,0.01,1,0,
7561847,Sunny 1b in Harlem! Available for longterm,10095503,Sophia,Manhattan,Harlem,40.82044,-73.95082,Entire home/apt,150,30,8,0.11,3,9,
7562611,Renovated 2 Rooms with balcony and ensuite bath,10475653,Izabel,Brooklyn,Windsor Terrace,40.64782,-73.97305,Private room,42,1,144,1.9,3,239,
7563487,Great private room open for Aug!!,3353772,Jackie,Brooklyn,Williamsburg,40.70939,-73.94218,Private room,75,30,1,0.01,1,0,
7563493,Parking! Beautiful Studio by Garden & Kissena Park,39648442,Alice,Queens,Flushing,40.74791,-73.80966,Entire home/apt,76,30,184,2.41,5,307,
7563529,Apartment in Chelsea btwn 6th-7th Aves,39652597,Mackenzie,Manhattan,Chelsea,40.74477,-73.99561,Entire home/apt,193,30,4,0.05,1,0,
7563717,Spacious Studio in Midtown East,39655899,Ron,Manhattan,Midtown,40.75176,-73.96921,Entire home/apt,140,30,1,0.01,1,0,
7570475,Cosy Master bedroom in Midtown West,16173306,Ali,Manhattan,Hell's Kitchen,40.76409,-73.99091,Private room,90,30,0,0.7487066474,1,0,
